position,name,height,foot,current league,current club,24/25 minutes,24/25 goals,24/25 games,24/25 assists,23/24 minutes,23/24 goals,23/24 games,23/24 assists,22/23 minutes,22/23 goals,22/23 games,22/23 assists,21/22 minutes,21/22 goals,21/22 games,21/22 assists,20/21 minutes,20/21 goals,20/21 games,20/21 assists,19/20 minutes,19/20 goals,19/20 games,19/20 assists,18/19 minutes,18/19 goals,18/19 games,18/19 assists,17/18 minutes,17/18 goals,17/18 games,17/18 assists,16/17 minutes,16/17 goals,16/17 games,16/17 assists
Forward,Jhon Durán,185.0,left,Premier League,Aston Villa,638.0,8.0,19.0,0.0,1103.0,8.0,37.0,0.0,126.0,0.0,12.0,0.0,1643.0,8.0,30.0,6.0,1746.0,8.0,24.0,3.0,534.0,0.0,13.0,0.0,460.0,1.0,10.0,1.0,,,,,,,,
Forward,Matija Frigan,185.0,left,Jupiler Pro League,KVC Westerlo,984.0,6.0,16.0,3.0,1484.0,5.0,31.0,1.0,2397.0,15.0,31.0,3.0,1960.0,7.0,30.0,3.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
Attacking Midfield,Adi Nalic,190.0,both,Eredivisie,Almere City FC,197.0,0.0,8.0,0.0,316.0,1.0,9.0,0.0,1411.0,4.0,26.0,1.0,531.0,1.0,16.0,2.0,1785.0,7.0,34.0,3.0,1107.0,4.0,26.0,4.0,1677.0,5.0,20.0,3.0,2406.0,6.0,28.0,8.0,1200.0,5.0,26.0,3.0
Central Midfield,Wylan Cyprien,180.0,right,Serie A,Parma Calcio 1913,93.0,0.0,3.0,0.0,852.0,2.0,19.0,0.0,1501.0,4.0,21.0,0.0,1728.0,2.0,29.0,3.0,523.0,0.0,15.0,0.0,2089.0,8.0,24.0,5.0,2454.0,4.0,30.0,2.0,1297.0,3.0,22.0,2.0,2731.0,9.0,34.0,3.0
Right Midfield,Jeremie Frimpong,172.0,right,Bundesliga,Bayer 04 Leverkusen,1203.0,1.0,18.0,7.0,3364.0,14.0,47.0,12.0,3877.0,9.0,48.0,11.0,2787.0,2.0,34.0,8.0,2831.0,1.0,43.0,6.0,1912.0,2.0,24.0,4.0,2491.0,3.0,31.0,3.0,1394.0,0.0,18.0,3.0,1365.0,0.0,16.0,0.0
Right Winger,Adedire Mebude,189.0,right,Jupiler Pro League,KVC Westerlo,726.0,2.0,14.0,2.0,139.0,0.0,6.0,0.0,2659.0,14.0,34.0,15.0,2242.0,14.0,30.0,19.0,149.0,2.0,7.0,0.0,,,,,,,,,,,,,,,,
Central Midfield,Rodrigo Zalazar,178.0,right,Liga Portugal,SC Braga,1042.0,6.0,15.0,6.0,2758.0,8.0,49.0,10.0,1402.0,2.0,23.0,6.0,2239.0,7.0,32.0,7.0,2732.0,6.0,35.0,6.0,1240.0,3.0,19.0,4.0,,,,,,,,,,,,
Forward,Roberto Fernández,186.0,right,Liga Portugal,SC Braga,1017.0,2.0,24.0,1.0,3195.0,20.0,40.0,5.0,2298.0,7.0,36.0,0.0,1648.0,3.0,35.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Central Midfield,Ross Barkley,189.0,right,Premier League,Aston Villa,617.0,2.0,15.0,2.0,2998.0,5.0,37.0,6.0,986.0,4.0,28.0,2.0,452.0,1.0,14.0,0.0,1667.0,4.0,27.0,1.0,1701.0,5.0,31.0,5.0,2725.0,5.0,48.0,6.0,271.0,0.0,5.0,0.0,3151.0,6.0,39.0,8.0
Central Midfield,Badou Ndiaye,180.0,right,Süper Lig,Gaziantep FK,713.0,0.0,9.0,2.0,1576.0,1.0,22.0,0.0,2820.0,8.0,33.0,5.0,2263.0,4.0,35.0,4.0,2406.0,5.0,28.0,6.0,2467.0,1.0,36.0,5.0,2733.0,3.0,34.0,6.0,2615.0,3.0,30.0,4.0,3643.0,7.0,42.0,3.0
Forward,Endrick,173.0,left,LaLiga,Real Madrid,136.0,2.0,12.0,1.0,1590.0,4.0,22.0,2.0,2714.0,14.0,53.0,1.0,1083.0,12.0,21.0,1.0,41.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,
Right Winger,Hélder Costa,179.0,left,Liga Portugal,Estoril Praia,235.0,0.0,6.0,0.0,,,,,1498.0,3.0,20.0,1.0,1340.0,0.0,29.0,2.0,1516.0,5.0,27.0,5.0,3165.0,5.0,46.0,8.0,1531.0,2.0,30.0,2.0,1995.0,5.0,39.0,6.0,2955.0,12.0,40.0,11.0
Left Winger,André Lacximicant,188.0,left,Liga Portugal,Estoril Praia,145.0,0.0,5.0,0.0,1623.0,6.0,31.0,1.0,1608.0,9.0,26.0,1.0,2324.0,10.0,28.0,4.0,1480.0,7.0,24.0,1.0,,,,,,,,,,,,,,,,
Back,Marcos Alonso,188.0,left,LaLiga,Celta de Vigo,820.0,0.0,10.0,0.0,389.0,0.0,8.0,0.0,1951.0,3.0,37.0,0.0,3626.0,5.0,46.0,6.0,1252.0,2.0,17.0,0.0,2346.0,4.0,29.0,2.0,3456.0,4.0,39.0,5.0,4017.0,8.0,46.0,4.0,3264.0,6.0,37.0,3.0
Defensive Midfield,Luis Chávez,178.0,left,Premier Liga,Dynamo Moscow,1183.0,2.0,16.0,2.0,2235.0,4.0,32.0,2.0,3603.0,3.0,42.0,5.0,2787.0,6.0,35.0,2.0,3046.0,3.0,40.0,2.0,1329.0,2.0,26.0,3.0,1255.0,1.0,28.0,2.0,1608.0,2.0,31.0,3.0,2216.0,9.0,33.0,0.0
Right Winger,Can Keleş,180.0,left,Süper Lig,Besiktas JK,19.0,0.0,3.0,0.0,2466.0,5.0,39.0,4.0,1043.0,4.0,29.0,1.0,1187.0,3.0,26.0,3.0,2073.0,2.0,27.0,7.0,678.0,6.0,15.0,5.0,1560.0,7.0,21.0,0.0,840.0,5.0,12.0,0.0,,,,
Forward,Will Lankshear,189.0,right,Premier League,Tottenham Hotspur U21,259.0,2.0,4.0,0.0,1992.0,25.0,26.0,3.0,621.0,5.0,13.0,2.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
Right Winger,Takuro Kaneko,178.0,left,Jupiler Pro League,KV Kortrijk,953.0,1.0,15.0,0.0,2346.0,5.0,41.0,6.0,2094.0,9.0,24.0,4.0,2631.0,4.0,33.0,6.0,3887.0,7.0,47.0,3.0,1704.0,5.0,35.0,1.0,402.0,1.0,14.0,0.0,,,,,,,,
Left Winger,Jakub Kaminski,179.0,right,Bundesliga,VfL Wolfsburg,782.0,0.0,11.0,3.0,606.0,0.0,19.0,2.0,2186.0,5.0,33.0,3.0,2827.0,9.0,36.0,8.0,2708.0,3.0,38.0,4.0,2241.0,6.0,34.0,6.0,1750.0,9.0,24.0,2.0,213.0,0.0,5.0,0.0,,,,
Central Midfield,João Novais,183.0,right,Liga Portugal,Rio Ave FC,691.0,0.0,12.0,0.0,2143.0,5.0,35.0,2.0,2494.0,7.0,30.0,3.0,2223.0,3.0,35.0,8.0,1564.0,3.0,38.0,4.0,1819.0,0.0,38.0,4.0,1864.0,3.0,33.0,5.0,2560.0,11.0,35.0,3.0,562.0,0.0,15.0,0.0
Right Winger,Jacob Murphy,179.0,right,Premier League,Newcastle United,519.0,0.0,10.0,2.0,1597.0,3.0,28.0,8.0,1461.0,4.0,43.0,2.0,1520.0,1.0,34.0,2.0,1975.0,3.0,31.0,4.0,2652.0,9.0,44.0,6.0,1411.0,2.0,28.0,3.0,1368.0,1.0,28.0,1.0,2724.0,9.0,40.0,8.0
Right Winger,Rober González,169.0,both,Eredivisie,NEC Nijmegen,936.0,2.0,14.0,1.0,1739.0,10.0,36.0,6.0,1540.0,2.0,35.0,2.0,1110.0,2.0,28.0,1.0,2094.0,8.0,31.0,4.0,125.0,1.0,2.0,0.0,11.0,0.0,1.0,0.0,1929.0,7.0,30.0,0.0,,,,
Back,Ferdi Kadıoğlu,174.0,right,Premier League,Brighton & Hove Albion,738.0,3.0,13.0,0.0,4324.0,3.0,51.0,5.0,4175.0,4.0,48.0,5.0,2901.0,3.0,38.0,3.0,958.0,1.0,30.0,4.0,1539.0,6.0,32.0,5.0,898.0,0.0,11.0,0.0,3077.0,8.0,39.0,13.0,1517.0,4.0,34.0,4.0
Right Midfield,Marcos Llorente,184.0,right,LaLiga,Atlético de Madrid,888.0,3.0,12.0,4.0,3602.0,6.0,52.0,6.0,2240.0,3.0,29.0,3.0,3246.0,0.0,40.0,3.0,3619.0,13.0,45.0,12.0,1720.0,5.0,36.0,5.0,1179.0,2.0,16.0,0.0,1063.0,0.0,20.0,0.0,3300.0,0.0,38.0,3.0
Forward,Vladislav Shitov,177.0,left,Premier Liga,Krylya Sovetov Samara,932.0,1.0,19.0,1.0,1748.0,4.0,29.0,4.0,1091.0,2.0,34.0,1.0,2340.0,13.0,30.0,6.0,1490.0,8.0,30.0,1.0,338.0,4.0,6.0,2.0,,,,,,,,,,,,
Left Winger,Yusuf Erdoğan,171.0,left,Süper Lig,Konyaspor,706.0,1.0,11.0,2.0,2809.0,7.0,40.0,4.0,219.0,0.0,10.0,0.0,1950.0,3.0,35.0,2.0,2167.0,9.0,30.0,4.0,885.0,4.0,22.0,3.0,1761.0,2.0,27.0,2.0,1808.0,2.0,31.0,5.0,1311.0,4.0,30.0,0.0
Attacking Midfield,Nabil Alioui,175.0,right,Süper Lig,Adana Demirspor,548.0,0.0,11.0,0.0,1284.0,4.0,25.0,2.0,1838.0,6.0,29.0,3.0,2169.0,6.0,36.0,2.0,1325.0,3.0,25.0,2.0,934.0,1.0,12.0,0.0,339.0,1.0,12.0,2.0,1756.0,10.0,26.0,0.0,219.0,0.0,6.0,0.0
Forward,Georginio Rutter,182.0,left,Premier League,Brighton & Hove Albion,790.0,2.0,13.0,3.0,4210.0,8.0,51.0,16.0,1754.0,3.0,33.0,4.0,1815.0,8.0,36.0,5.0,965.0,5.0,24.0,2.0,1138.0,5.0,14.0,0.0,471.0,0.0,11.0,0.0,,,,,,,,
Defensive Midfield,Mats Wieffer,188.0,right,Premier League,Brighton & Hove Albion,377.0,0.0,10.0,1.0,3720.0,6.0,42.0,4.0,2444.0,3.0,37.0,7.0,3665.0,5.0,42.0,9.0,2839.0,1.0,35.0,6.0,1055.0,1.0,12.0,0.0,1305.0,6.0,17.0,0.0,1436.0,6.0,21.0,2.0,1137.0,3.0,21.0,0.0
Forward,Tiago Reis,183.0,right,Liga Portugal,CD Nacional,286.0,0.0,7.0,0.0,1319.0,11.0,15.0,1.0,1023.0,3.0,22.0,0.0,1344.0,6.0,29.0,1.0,1101.0,5.0,28.0,1.0,475.0,1.0,17.0,0.0,908.0,5.0,20.0,1.0,,,,,,,,
Right Winger,Dani Raba,185.0,left,LaLiga,CD Leganés,307.0,0.0,7.0,2.0,2170.0,8.0,34.0,7.0,1713.0,4.0,32.0,3.0,348.0,1.0,14.0,2.0,309.0,1.0,11.0,0.0,1422.0,5.0,24.0,1.0,760.0,2.0,17.0,4.0,2999.0,9.0,47.0,6.0,976.0,1.0,20.0,0.0
Attacking Midfield,Rayan Cherki,177.0,both,Ligue 1,Olympique Lyon,766.0,3.0,13.0,3.0,2060.0,3.0,39.0,9.0,2311.0,5.0,39.0,6.0,864.0,2.0,22.0,4.0,1039.0,4.0,31.0,4.0,1682.0,13.0,29.0,4.0,363.0,1.0,8.0,0.0,,,,,,,,
Defensive Midfield,Rodri,191.0,right,Premier League,Manchester City,156.0,0.0,3.0,0.0,4327.0,9.0,50.0,14.0,4478.0,4.0,56.0,7.0,3928.0,7.0,46.0,2.0,3992.0,2.0,53.0,5.0,3709.0,4.0,52.0,2.0,3678.0,3.0,47.0,1.0,3892.0,1.0,47.0,4.0,1389.0,1.0,31.0,2.0
Central Midfield,Jamiro Monteiro,175.0,right,Eredivisie,PEC Zwolle,837.0,2.0,10.0,0.0,740.0,1.0,13.0,2.0,2346.0,1.0,31.0,3.0,2693.0,4.0,33.0,6.0,2933.0,4.0,34.0,8.0,2298.0,4.0,26.0,4.0,2675.0,4.0,36.0,9.0,3136.0,5.0,38.0,3.0,3605.0,6.0,43.0,4.0
Central Midfield,Kiernan Dewsbury-Hall,178.0,left,Premier League,Chelsea FC,673.0,1.0,12.0,0.0,3854.0,12.0,49.0,15.0,2514.0,2.0,34.0,2.0,3149.0,3.0,44.0,3.0,3396.0,3.0,41.0,6.0,2651.0,6.0,31.0,3.0,2208.0,1.0,25.0,4.0,1334.0,0.0,21.0,4.0,1757.0,3.0,23.0,0.0
Attacking Midfield,Ethan Nwaneri,176.0,left,Premier League,Arsenal FC,250.0,4.0,10.0,0.0,1735.0,18.0,21.0,4.0,1775.0,6.0,27.0,4.0,327.0,2.0,5.0,2.0,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
Back,Ramy Bensebaini,187.0,left,Bundesliga,Borussia Dortmund,1000.0,2.0,16.0,3.0,1549.0,0.0,25.0,1.0,2570.0,7.0,30.0,1.0,2110.0,6.0,24.0,2.0,2512.0,7.0,33.0,0.0,1769.0,5.0,26.0,5.0,3292.0,3.0,39.0,1.0,2727.0,1.0,34.0,1.0,1897.0,0.0,27.0,0.0
Defensive Midfield,Răzvan Marin,178.0,right,Serie A,Cagliari Calcio,853.0,3.0,13.0,0.0,1876.0,0.0,31.0,3.0,2623.0,2.0,34.0,4.0,2905.0,1.0,37.0,6.0,3135.0,3.0,39.0,6.0,808.0,0.0,17.0,2.0,3965.0,10.0,47.0,9.0,3056.0,6.0,39.0,12.0,2915.0,6.0,40.0,5.0
Forward,Sergio Córdova,188.0,right,Süper Lig,Alanyaspor,861.0,4.0,12.0,1.0,1664.0,3.0,32.0,3.0,1280.0,4.0,26.0,1.0,2750.0,11.0,49.0,1.0,1138.0,2.0,24.0,1.0,360.0,2.0,16.0,1.0,621.0,3.0,22.0,0.0,587.0,2.0,27.0,2.0,192.0,0.0,5.0,1.0
Right Winger,Mustafa Eskihellaç,175.0,right,Süper Lig,Gaziantep FK,569.0,0.0,8.0,1.0,3183.0,2.0,37.0,4.0,1334.0,2.0,22.0,0.0,2723.0,3.0,32.0,3.0,1373.0,2.0,29.0,6.0,1781.0,2.0,29.0,0.0,1553.0,4.0,23.0,3.0,1708.0,8.0,21.0,0.0,1753.0,8.0,29.0,0.0
Left Winger,Nico Williams,181.0,right,LaLiga,Athletic Bilbao,1208.0,2.0,17.0,4.0,2729.0,8.0,37.0,19.0,3204.0,9.0,43.0,6.0,1634.0,3.0,40.0,1.0,2324.0,9.0,28.0,12.0,81.0,0.0,1.0,0.0,,,,,,,,,,,,
Forward,Brynjólfur Andersen Willumsson,185.0,right,Eredivisie,FC Groningen,268.0,2.0,10.0,0.0,657.0,2.0,10.0,0.0,1861.0,7.0,23.0,7.0,1681.0,5.0,28.0,4.0,1143.0,4.0,26.0,4.0,1746.0,6.0,23.0,3.0,1108.0,4.0,24.0,3.0,343.0,1.0,11.0,0.0,,,,
Forward,Keinan Davis,189.0,left,Serie A,Udinese Calcio,641.0,3.0,15.0,1.0,182.0,1.0,8.0,0.0,2406.0,7.0,34.0,2.0,1684.0,8.0,26.0,4.0,444.0,2.0,18.0,2.0,820.0,1.0,24.0,1.0,209.0,1.0,9.0,0.0,1810.0,4.0,33.0,1.0,1486.0,4.0,25.0,4.0
Left Winger,Kenan Yıldız,187.0,both,Serie A,Juventus FC,1311.0,4.0,18.0,3.0,1686.0,6.0,39.0,2.0,2960.0,15.0,45.0,7.0,1425.0,6.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,
Right Winger,Romain Del Castillo,172.0,left,Ligue 1,Stade Brestois 29,836.0,3.0,14.0,2.0,2654.0,8.0,36.0,8.0,1430.0,6.0,27.0,7.0,1108.0,1.0,24.0,7.0,815.0,0.0,30.0,5.0,2070.0,3.0,34.0,8.0,1772.0,1.0,37.0,4.0,2846.0,4.0,37.0,7.0,2610.0,5.0,38.0,6.0
Left Winger,Ruben van Bommel,192.0,right,Eredivisie,AZ Alkmaar,939.0,6.0,15.0,3.0,2247.0,10.0,41.0,1.0,2156.0,15.0,34.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Attacking Midfield,Woo-yeong Jeong,179.0,right,Bundesliga,1.FC Union Berlin,511.0,1.0,10.0,0.0,715.0,2.0,29.0,3.0,1039.0,2.0,34.0,3.0,2089.0,5.0,37.0,2.0,959.0,4.0,28.0,0.0,1586.0,3.0,22.0,9.0,2529.0,13.0,33.0,7.0,441.0,1.0,5.0,3.0,,,,
Left Winger,Ramón Sosa,179.0,right,Premier League,Nottingham Forest,189.0,1.0,9.0,0.0,1507.0,7.0,21.0,6.0,2608.0,10.0,35.0,7.0,3355.0,6.0,42.0,7.0,1816.0,3.0,30.0,2.0,2178.0,4.0,29.0,1.0,,,,,,,,,,,,
Forward,Juanmi Latasa,192.0,left,LaLiga,Real Valladolid CF,491.0,2.0,11.0,0.0,1793.0,5.0,36.0,0.0,558.0,2.0,21.0,0.0,2387.0,13.0,31.0,1.0,854.0,5.0,15.0,0.0,791.0,4.0,12.0,0.0,64.0,0.0,1.0,0.0,,,,,,,,
Central Midfield,Amadou Haidara,175.0,right,Bundesliga,RB Leipzig,1089.0,0.0,18.0,2.0,1886.0,2.0,27.0,2.0,2100.0,2.0,44.0,2.0,1635.0,4.0,28.0,1.0,2764.0,6.0,43.0,3.0,1092.0,0.0,28.0,2.0,1974.0,4.0,33.0,7.0,3598.0,7.0,55.0,10.0,2858.0,6.0,38.0,6.0
Left Winger,Couhaib Driouech,175.0,right,Eredivisie,PSV Eindhoven,331.0,3.0,13.0,2.0,2439.0,8.0,33.0,8.0,2429.0,3.0,35.0,3.0,1159.0,8.0,39.0,5.0,112.0,0.0,5.0,0.0,1602.0,5.0,20.0,2.0,1117.0,4.0,13.0,2.0,90.0,0.0,1.0,0.0,,,,
Defensive Midfield,Bryan Cristante,186.0,right,Serie A,AS Roma,1141.0,1.0,17.0,1.0,4540.0,4.0,52.0,5.0,4323.0,1.0,53.0,3.0,3830.0,3.0,50.0,2.0,3289.0,2.0,48.0,2.0,2217.0,1.0,33.0,3.0,3114.0,4.0,44.0,3.0,3706.0,12.0,47.0,4.0,1821.0,3.0,30.0,2.0
Central Midfield,Elliot Anderson,179.0,right,Premier League,Nottingham Forest,712.0,0.0,12.0,3.0,1100.0,0.0,26.0,2.0,623.0,0.0,27.0,1.0,2381.0,13.0,29.0,5.0,1494.0,8.0,18.0,2.0,1237.0,7.0,19.0,4.0,911.0,3.0,11.0,2.0,,,,,,,,
Left Winger,Alex Iwobi,183.0,right,Premier League,Fulham FC,1064.0,3.0,14.0,2.0,2544.0,6.0,35.0,2.0,3561.0,2.0,41.0,9.0,2234.0,3.0,32.0,3.0,1883.0,2.0,36.0,3.0,1941.0,2.0,29.0,1.0,2843.0,6.0,51.0,8.0,2646.0,3.0,39.0,7.0,2325.0,4.0,39.0,6.0
Forward,Richonell Margaret,191.0,right,Eredivisie,RKC Waalwijk,995.0,4.0,15.0,0.0,822.0,4.0,24.0,1.0,1177.0,1.0,22.0,1.0,1048.0,2.0,26.0,2.0,1367.0,2.0,25.0,0.0,1052.0,4.0,17.0,1.0,1662.0,11.0,24.0,9.0,344.0,1.0,12.0,2.0,979.0,2.0,17.0,1.0
Forward,Milan Smit,190.0,right,Eredivisie,Go Ahead Eagles,325.0,1.0,8.0,0.0,3478.0,24.0,41.0,5.0,782.0,5.0,19.0,1.0,60.0,1.0,4.0,0.0,90.0,0.0,1.0,0.0,116.0,0.0,3.0,0.0,,,,,,,,,,,,
Right Winger,Carlos Vicente,179.0,right,LaLiga,Deportivo Alavés,1147.0,2.0,13.0,0.0,3085.0,6.0,42.0,8.0,3463.0,8.0,41.0,12.0,2273.0,11.0,38.0,4.0,1409.0,4.0,18.0,1.0,61.0,0.0,1.0,0.0,,,,,115.0,0.0,2.0,0.0,,,,
Forward,Bartosz Bialek,191.0,right,Bundesliga,VfL Wolfsburg,,,,,432.0,1.0,6.0,0.0,1661.0,6.0,26.0,2.0,171.0,0.0,12.0,0.0,307.0,2.0,24.0,0.0,2596.0,14.0,33.0,4.0,1173.0,5.0,23.0,2.0,370.0,2.0,12.0,0.0,,,,
Left Winger,Bradley Barcola,182.0,right,Ligue 1,Paris Saint-Germain,1228.0,10.0,17.0,2.0,2366.0,5.0,42.0,9.0,2129.0,7.0,35.0,10.0,1406.0,3.0,27.0,6.0,647.0,5.0,8.0,0.0,817.0,0.0,14.0,2.0,,,,,,,,,,,,
Central Midfield,Matías Vecino,187.0,right,Serie A,SS Lazio,850.0,1.0,15.0,3.0,1908.0,7.0,41.0,1.0,2283.0,4.0,44.0,1.0,558.0,1.0,23.0,0.0,349.0,2.0,9.0,2.0,1699.0,3.0,25.0,1.0,2900.0,5.0,40.0,2.0,2376.0,3.0,31.0,3.0,3018.0,4.0,40.0,4.0
Back,Anton Gaaei,183.0,right,Eredivisie,Ajax Amsterdam,604.0,0.0,15.0,1.0,2482.0,1.0,46.0,4.0,3080.0,1.0,37.0,6.0,2541.0,13.0,37.0,4.0,1991.0,9.0,25.0,0.0,1484.0,6.0,21.0,0.0,,,,,,,,,,,,
Attacking Midfield,Sven Mijnans,190.0,left,Eredivisie,AZ Alkmaar,1511.0,4.0,18.0,3.0,3088.0,6.0,39.0,5.0,3412.0,7.0,43.0,9.0,2012.0,3.0,32.0,3.0,2081.0,5.0,36.0,4.0,1982.0,3.0,24.0,0.0,1823.0,2.0,25.0,1.0,369.0,0.0,7.0,0.0,,,,
Back,Ryan Sessegnon,178.0,left,Premier League,Fulham FC,180.0,0.0,2.0,1.0,44.0,0.0,2.0,0.0,1203.0,2.0,23.0,1.0,1466.0,0.0,22.0,2.0,1939.0,2.0,29.0,3.0,773.0,1.0,12.0,1.0,2490.0,2.0,38.0,6.0,4404.0,16.0,52.0,8.0,2016.0,7.0,31.0,5.0
Right Winger,Mathieu Cafaro,175.0,right,Ligue 1,AS Saint-Étienne,571.0,1.0,11.0,0.0,2676.0,4.0,38.0,11.0,2078.0,5.0,33.0,4.0,1176.0,2.0,16.0,2.0,2100.0,4.0,32.0,2.0,1175.0,2.0,17.0,3.0,2207.0,9.0,36.0,3.0,1405.0,3.0,18.0,0.0,93.0,0.0,5.0,0.0
Back,Daniil Khlusevich,186.0,right,Premier Liga,Spartak Moscow,724.0,0.0,14.0,0.0,2640.0,5.0,34.0,4.0,2609.0,0.0,35.0,4.0,2312.0,5.0,30.0,5.0,1468.0,3.0,28.0,4.0,2135.0,11.0,26.0,8.0,1453.0,6.0,20.0,7.0,304.0,0.0,8.0,0.0,,,,
Left Winger,Ryan Fraser,163.0,right,Premier League,Southampton FC,318.0,0.0,7.0,0.0,1891.0,8.0,44.0,3.0,401.0,1.0,9.0,1.0,1645.0,2.0,29.0,3.0,1185.0,1.0,22.0,2.0,2352.0,1.0,32.0,4.0,3384.0,8.0,42.0,15.0,2544.0,6.0,32.0,4.0,1856.0,3.0,29.0,5.0
Left Winger,Mortadha Ben Ouanes,182.0,left,Süper Lig,Kasimpasa,998.0,2.0,12.0,2.0,3177.0,6.0,39.0,6.0,2461.0,4.0,31.0,6.0,1762.0,6.0,26.0,7.0,2630.0,2.0,30.0,0.0,2858.0,7.0,32.0,2.0,1580.0,1.0,18.0,2.0,570.0,2.0,16.0,1.0,1595.0,0.0,23.0,1.0
Right Winger,Aitor Ruibal,176.0,right,LaLiga,Real Betis Balompié,861.0,1.0,16.0,1.0,1740.0,3.0,28.0,4.0,2311.0,2.0,37.0,1.0,1809.0,1.0,33.0,2.0,1685.0,2.0,30.0,2.0,1601.0,0.0,29.0,1.0,2726.0,12.0,35.0,4.0,2955.0,9.0,39.0,0.0,,,,
Back,Ömer Ali Şahiner,175.0,right,Süper Lig,Basaksehir FK,1062.0,2.0,14.0,0.0,1286.0,0.0,23.0,1.0,3003.0,1.0,44.0,3.0,1121.0,0.0,22.0,1.0,2400.0,4.0,32.0,2.0,2591.0,4.0,31.0,2.0,2188.0,8.0,27.0,4.0,3171.0,6.0,43.0,3.0,3461.0,5.0,45.0,5.0
Forward,Rodrigo Muniz,186.0,right,Premier League,Fulham FC,432.0,1.0,12.0,1.0,2019.0,10.0,33.0,1.0,890.0,2.0,17.0,0.0,664.0,5.0,28.0,0.0,1021.0,9.0,25.0,1.0,545.0,3.0,14.0,0.0,,,,,,,,,,,,
Central Midfield,In-beom Hwang,177.0,both,Eredivisie,Feyenoord Rotterdam,1828.0,2.0,21.0,6.0,2612.0,6.0,35.0,7.0,3188.0,5.0,40.0,4.0,2093.0,2.0,28.0,3.0,1444.0,4.0,20.0,4.0,522.0,0.0,6.0,1.0,2899.0,4.0,35.0,3.0,1672.0,3.0,25.0,3.0,2910.0,4.0,35.0,5.0
Back,David Hrncar,187.0,right,Jupiler Pro League,FCV Dender EH,823.0,1.0,13.0,2.0,1893.0,3.0,27.0,7.0,2420.0,10.0,34.0,11.0,2530.0,1.0,38.0,9.0,3242.0,10.0,36.0,14.0,2271.0,1.0,30.0,3.0,767.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,1173.0,2.0,23.0,0.0
Forward,Saúl Guarirapa,189.0,right,Premier Liga,CSKA Moscow,1232.0,1.0,23.0,3.0,843.0,9.0,11.0,1.0,2675.0,9.0,32.0,6.0,1811.0,7.0,25.0,6.0,,,,,900.0,4.0,17.0,0.0,,,,,,,,,,,,
Back,Ryan Flamingo,183.0,right,Eredivisie,PSV Eindhoven,1679.0,1.0,19.0,3.0,3152.0,3.0,36.0,1.0,2803.0,3.0,34.0,1.0,3155.0,14.0,35.0,1.0,2552.0,5.0,29.0,1.0,1896.0,3.0,22.0,0.0,964.0,1.0,11.0,0.0,180.0,0.0,2.0,0.0,,,,
